# KEGG facts behind kegg_predicates.tsv, generated by scripts/build_kegg_predicate_map.py; edit the proposals or rules, not this file.
# KEGG: KEGG REST retrieved 2026-09-24; ko_list.tsv sha256 bf37ae22839f8805 (28564 KOs); modules.txt sha256 b9b2b815ef61c8eb (574 modules); ko_list sha256 05f9267a37f1cec8 (75 KOfam KOs absent from KEGG REST)
# Swiss-Prot: uniprot_sprot.dat.gz 2026_03 sha256 c87208822a56e8ae (428,778 reviewed proteins linked to KOs); KEGG gene links swissprot_kegg_ko.tsv sha256 20ab0dd3b910cb82; go-basic.obo sha256 b08d45b268b8c24c
# ko	symbols	name	brite	modules
K16653	dprE1	decaprenylphospho-beta-D-ribofuranose 2-oxidase [EC:1.1.98.3]		
K16662	PTPRU	receptor-type tyrosine-protein phosphatase U [EC:3.1.3.48]		
K16667	PTPRG	receptor-type tyrosine-protein phosphatase gamma [EC:3.1.3.48]		
K16670	MEIS2	homeobox protein Meis2	ko03000:Eukaryotic type > Helix-turn-helix > Homeo domain TALE	
K16671	MEIS3	homeobox protein Meis3	ko03000:Eukaryotic type > Helix-turn-helix > Homeo domain TALE	
K16672	HTH	homeobox protein homothorax	ko03000:Eukaryotic type > Helix-turn-helix > Homeo domain TALE	
K16675	ZDHHC14_18	palmitoyltransferase ZDHHC14/18 [EC:2.3.1.225]		
K16692	etk-wzc	tyrosine-protein kinase Etk/Wzc [EC:2.7.10.3]	ko02000:Other transporters > Accessory factors involved in transport [TC:8]	
K16693	wzxE	enterobacterial common antigen flippase	ko02000:Other transporters > Electrochemical potential-driven transporters [TC:2]	
K16694	tuaB	teichuronic acid exporter	ko02000:Other transporters > Electrochemical potential-driven transporters [TC:2]	
K16695	wzxC	lipopolysaccharide exporter	ko02000:Other transporters > Electrochemical potential-driven transporters [TC:2]	
K16696	amsL	exopolysaccharide (amylovoran) exporter	ko02000:Other transporters > Electrochemical potential-driven transporters [TC:2]	
K16697	tuaC	teichuronic acid biosynthesis glycosyltransferase TuaC [EC:2.4.-.-]	ko01003:Others > Other glycosyltransferases	
K16698	tuaG	teichuronic acid biosynthesis glycosyltransferase TuaG [EC:2.4.-.-]	ko01003:Others > Other glycosyltransferases	
K16699	tuaH	teichuronic acid biosynthesis glycosyltransferase TuaH [EC:2.4.-.-]	ko01003:Others > Other glycosyltransferases	
K16700	amsB, cpsE	amylovoran/stewartan biosynthesis glycosyltransferase AmsB/CpsE [EC:2.4.-.-]	ko01003:Others > Other glycosyltransferases	
K16701	amsD	amylovoran biosynthesis glycosyltransferase AmsD [EC:2.4.-.-]	ko01003:Others > Other glycosyltransferases	
K16702	amsE	amylovoran biosynthesis glycosyltransferase AmsE [EC:2.4.-.-]	ko01003:Others > Other glycosyltransferases	
K16703	wcaL, amsK, cpsK	colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK [EC:2.4.-.-]	ko01003:Others > Other glycosyltransferases	
K16704	rffC, wecD	dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase [EC:2.3.1.210]		M01025
K16705	tuaE	teichuronic acid biosynthesis protein TuaE		
K16706	tuaF	teichuronic acid biosynthesis protein TuaF		
K16707	amsG, cpsA	UDP-galactose-lipid carrier transferase		
K16708	amsC	amylovoran biosynthesis protein AmsC		
K16709	amsF	amylovoran biosynthesis protein AmsF		
K16710	wcaK, amsJ	colanic acid/amylovoran biosynthesis protein WcaK/AmsJ		
K16711	wcaM	colanic acid biosynthesis protein WcaM		
K16712	epsE	EPS I polysaccharide export inner membrane protein EpsE	ko02000:Other transporters > Electrochemical potential-driven transporters [TC:2]	
K16713	epsF	EPS I polysaccharide export inner membrane protein EpsF	ko02000:Other transporters > Electrochemical potential-driven transporters [TC:2]	
K16729	CHORDC1, CHP1	cysteine and histidine-rich domain-containing protein	ko03110:Other chaperones and cochaperones > Others	
K16735	ITGB1BP2	integrin beta-1-binding protein 2	ko03110:Other chaperones and cochaperones > Others	
K16783	bioN	biotin transport system permease protein	ko02000:ABC transporters, prokaryotic type > Metallic cation, iron-siderophore and vitamin B12 transporters > Biotin transporter	
K16784	bioM	biotin transport system ATP-binding protein [EC:7.6.2.-]	ko02000:ABC transporters, prokaryotic type > Metallic cation, iron-siderophore and vitamin B12 transporters > Biotin transporter	
K16785	ecfT	energy-coupling factor transport system permease protein	ko02000:ABC transporters, prokaryotic type > Metallic cation, iron-siderophore and vitamin B12 transporters > Energy-coupling factor transporter	
K16786	ecfA1	energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]	ko02000:ABC transporters, prokaryotic type > Metallic cation, iron-siderophore and vitamin B12 transporters > Energy-coupling factor transporter	
K16787	ecfA2	energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]	ko02000:ABC transporters, prokaryotic type > Metallic cation, iron-siderophore and vitamin B12 transporters > Energy-coupling factor transporter	
K16788	niaX	niacin transporter	ko02000:Other transporters > Electrochemical potential-driven transporters [TC:2]	
K16789	thiT	thiamine transporter	ko02000:Other transporters > Electrochemical potential-driven transporters [TC:2]	
K16792	aksD	methanogen homoaconitase large subunit [EC:4.2.1.114]		M00433+,M00608+
K16793	aksE	methanogen homoaconitase small subunit [EC:4.2.1.114]		M00433+,M00608+
K16795	PAFAH1B2_3	platelet-activating factor acetylhydrolase IB subunit beta/gamma [EC:3.1.1.47]		
K16796	SOX2	transcription factor SOX2 (SOX group B)	ko03000:Eukaryotic type > beta-Scaffold factors with minor groove contacts > HMG SOX	
K16797	GLI1	zinc finger protein GLI1	ko03000:Eukaryotic type > Zinc finger > Cys2His2 GLI-like	
K16798	GLI2	zinc finger protein GLI2	ko03000:Eukaryotic type > Zinc finger > Cys2His2 GLI-like	
K16799	CI	transcriptional activator cubitus interruptus	ko03000:Eukaryotic type > Zinc finger > Cys2His2 GLI-like	
K16800	AUNIP, AIBP	aurora kinase A and ninein-interacting protein		
K16813	PNPLA1	omega-hydroxyceramide transacylase [EC:2.3.1.296]		
K16814	PNPLA5	patatin-like phospholipase domain-containing protein 5 [EC:3.1.1.-]		
K16816	PNPLA2, ATGL	patatin-like phospholipase domain-containing protein 2 [EC:3.1.1.3]		M00098
K16817	PLA2G16	HRAS-like suppressor 3 [EC:3.1.1.32 3.1.1.4]		
K16818	DAD1	phospholipase A1 [EC:3.1.1.32]		
K16820	WWTR1, TAZ	WW domain-containing transcription regulator protein 1		
K16830	AURKAIP1, MRPS38	aurora kinase A-interacting protein (small subunit ribosomal protein S38)	ko03011:Ribosomal proteins > Mitochondria/ Chloroplast > Small subunit	
K16835	CETP	cholesteryl ester transfer protein	ko02000:Other transporters > Pores ion channels [TC:1]	
K16838	pucL	urate oxidase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:1.7.3.3 4.1.1.97]		M00546
K16839	hpxO	FAD-dependent urate hydroxylase [EC:1.14.13.113]		M00546
K16840	hpxQ	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97]		M00546
K16841	hpxA	allantoin racemase [EC:5.1.99.3]		
K16842	hpxB	allantoinase [EC:3.5.2.5]		M00546
K16843	slcC	(S)-sulfolactate dehydrogenase [EC:1.1.1.310]		
K16844	comC	(2R)-3-sulfolactate dehydrogenase (NADP+) [EC:1.1.1.338]		
K16845	suyA	(2R)-sulfolactate sulfo-lyase subunit alpha [EC:4.4.1.24]		
K16846	suyB	(2R)-sulfolactate sulfo-lyase subunit beta [EC:4.4.1.24]		
K16849	uxaA1	altronate dehydratase small subunit [EC:4.2.1.7]		M00631+
K16850	uxaA2	altronate dehydratase large subunit [EC:4.2.1.7]		M00631+
K16855	NUDT16	U8 snoRNA-decapping enzyme [EC:3.6.1.62 3.6.1.64]		
K16856		ureidoglycolate lyase [EC:4.3.2.3]		
K16860	PLD3_4	phospholipase D3/4 [EC:3.1.4.4]		
K16862	PLD6	mitochondrial cardiolipin hydrolase [EC:3.1.4.-]		
K16868	tehB	tellurite methyltransferase [EC:2.1.1.265]		
K16869	lipL	lipoyl-[GcvH]:protein N-lipoyltransferase [EC:2.3.1.204]		M00883
K16870	wbbL	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase [EC:2.4.1.289]	ko01003:Polysaccharide > Bacterial polysaccharide (excluding LPS)	M00888
K16871	POP2	4-aminobutyrate---pyruvate transaminase [EC:2.6.1.96]		M00027
K16872	E2.3.1.207	beta-ketodecanoyl-[acyl-carrier-protein] synthase [EC:2.3.1.207]		
K16873	hmfH	5-(hydroxymethyl)furfural/furfural oxidase [EC:1.1.3.47 1.1.3.-]		
K16874	hmfF	2,5-furandicarboxylate decarboxylase 1		
K16875	hmfG	2,5-furandicarboxylate decarboxylase 2		
K16876	hmfD	2-furoate---CoA ligase [EC:6.2.1.31]		
K16877	hmfA	2-furoyl-CoA dehydrogenase large subunit [EC:1.3.99.8]		
K16878	hmfB	2-furoyl-CoA dehydrogenase FAD binding subunit [EC:1.3.99.8]		
K16879	hmfC	2-furoyl-CoA dehydrogenase 2Fe-2S iron sulfur subunit [EC:1.3.99.8]		
K16880	hmfE	2-oxoglutaroyl-CoA hydrolase		
K16881	K16881	mannose-1-phosphate guanylyltransferase / phosphomannomutase [EC:2.7.7.13 5.4.2.8]		M01000,M01006,M01015
K16888	ZACN	zinc-activated ligand-gated ion channel		
K16889	CATSPER1	cation channel sperm-associated protein 1		
K16890	CATSPER2	cation channel sperm-associated protein 2		
K16891	CATSPER3	cation channel sperm-associated protein 3		
K16892	CATSPER4	cation channel sperm-associated protein 4		
K16893	CATSPERB	cation channel sperm-associated protein subunit beta		
K16894	CATSPERG	cation channel sperm-associated protein subunit gamma		
K16895	CATSPERD	cation channel sperm-associated protein subunit delta		
K16896	TPCN1	two pore calcium channel protein 1		
K16897	TPCN3	two pore calcium channel protein 3		
K16898	addA	ATP-dependent helicase/nuclease subunit A [EC:5.6.2.4 3.1.-.-]	ko03400:Prokaryotic type > DSBR (double strand breaks repair) > HR (homologous recombination) > AddAB pathway proteins	
K16899	addB	ATP-dependent helicase/nuclease subunit B [EC:5.6.2.4 3.1.-.-]	ko03400:Prokaryotic type > DSBR (double strand breaks repair) > HR (homologous recombination) > AddAB pathway proteins	
K16900	TPC1, CCH1	two pore calcium channel protein, plant		
K16901	K16901	anthranilate 3-monooxygenase (FAD) / 4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.8 1.14.14.9]		
K16902	E1.5.1.45	FAD reductase [NAD(P)H] [EC:1.5.1.45]		
K16903	TAA1	L-tryptophan---pyruvate aminotransferase [EC:2.6.1.99]		
K16904	DCTPP1	dCTP diphosphatase [EC:3.6.1.12]		
K16905	K16905	fluoroquinolone transport system permease protein	ko02000:ABC transporters, prokaryotic type > ABC-2 type and other transporters > Fluoroquinolones transporter	
K16906	K16906	fluoroquinolone transport system permease protein	ko02000:ABC transporters, prokaryotic type > ABC-2 type and other transporters > Fluoroquinolones transporter	
K16907	K16907	fluoroquinolone transport system ATP-binding protein [EC:7.6.2.-]	ko02000:ABC transporters, prokaryotic type > ABC-2 type and other transporters > Fluoroquinolones transporter	
K16908	CRR1	chloroplast NAD(P)H dehydrogenase [EC:1.6.99.-]		
K16909	ADAM18	disintegrin and metalloproteinase domain-containing protein 18 [EC:3.4.24.-]	ko01002:Metallo peptidases > Family M12: astacin/adamalysin family	
K16910	PTPRQ	receptor-type tyrosine-protein phosphatase Q [EC:3.1.3.48]		
K16911	DDX21	ATP-dependent RNA helicase DDX21 [EC:5.6.2.7]		
K16914	RIOX1, NO66	protein-L-histidine (3S)-3-hydroxylase / [histone H3]-trimethyl-L-lysine4/36 demethylase [EC:1.14.11.79 1.14.11.67 1.14.11.69]		
K16915	cbiL	nickel transport protein	ko02000:ABC transporters, prokaryotic type > Metallic cation, iron-siderophore and vitamin B12 transporters > Nickel transporter	
K16916	yydJ	putative peptide transport system permease protein	ko02000:ABC transporters, prokaryotic type > ABC-2 type and other transporters > Putative peptide transporter	
K16917	yydI	putative peptide transport system ATP-binding protein	ko02000:ABC transporters, prokaryotic type > ABC-2 type and other transporters > Putative peptide transporter	
K16918	ytrF	acetoin utilization transport system permease protein	ko02000:ABC transporters, prokaryotic type > ABC-2 type and other transporters > Acetoin utilization transporter	
K16919	ytrC_D	acetoin utilization transport system permease protein	ko02000:ABC transporters, prokaryotic type > ABC-2 type and other transporters > Acetoin utilization transporter	
K16920	ytrE	acetoin utilization transport system ATP-binding protein	ko02000:ABC transporters, prokaryotic type > ABC-2 type and other transporters > Acetoin utilization transporter	
K16921	ytrB	acetoin utilization transport system ATP-binding protein	ko02000:ABC transporters, prokaryotic type > ABC-2 type and other transporters > Acetoin utilization transporter	
K16922	yydH	putative peptide zinc metalloprotease protein	ko01002:Metallo peptidases > Family M50: S2P protease family	
K16923	qrtT	energy-coupling factor transport system substrate-specific component	ko02000:ABC transporters, prokaryotic type > Metallic cation, iron-siderophore and vitamin B12 transporters > Energy-coupling factor transporter	
K16924	mtsT	energy-coupling factor transport system substrate-specific component	ko02000:ABC transporters, prokaryotic type > Metallic cation, iron-siderophore and vitamin B12 transporters > Energy-coupling factor transporter	
K16925	ykoE	energy-coupling factor transport system permease protein	ko02000:ABC transporters, prokaryotic type > Metallic cation, iron-siderophore and vitamin B12 transporters > Energy-coupling factor transporter	
K16926	htsT	energy-coupling factor transport system substrate-specific component	ko02000:ABC transporters, prokaryotic type > Metallic cation, iron-siderophore and vitamin B12 transporters > Energy-coupling factor transporter	
K16927	cbrT	energy-coupling factor transport system substrate-specific component	ko02000:ABC transporters, prokaryotic type > Metallic cation, iron-siderophore and vitamin B12 transporters > Energy-coupling factor transporter	
K16928	mtaT	energy-coupling factor transport system substrate-specific component	ko02000:ABC transporters, prokaryotic type > Metallic cation, iron-siderophore and vitamin B12 transporters > Energy-coupling factor transporter	
K16929	K16929	energy-coupling factor transport system substrate-specific component	ko02000:ABC transporters, prokaryotic type > Metallic cation, iron-siderophore and vitamin B12 transporters > Energy-coupling factor transporter	
K16930	cdat8	tRNA(cytosine8) deaminase [EC:3.5.4.35]	ko03016:Prokaryotic type > tRNA modification factors > Deaminases	
K16932	APOBEC1	C->U-editing enzyme APOBEC1 [EC:3.5.4.36]		
K16933	doxB	heme bearing subunit I of the terminal oxidase		
K16934	doxC	terminal oxidase subunit		
K16935	doxE	terminal oxidase small hydrophobic subunit		
K16936	doxA	thiosulfate dehydrogenase (quinone) small subunit [EC:1.8.5.2]		M00984+
K16937	doxD	thiosulfate dehydrogenase (quinone) large subunit [EC:1.8.5.2]		M00984+
K16949	SULT3A	amine sulfotransferase [EC:2.8.2.3]		
K16950	asrA	anaerobic sulfite reductase subunit A		
K16951	asrB	anaerobic sulfite reductase subunit B		
K16952	sor	sulfur oxygenase/reductase [EC:1.13.11.55]		
K16953	dddL	dimethylpropiothetin dethiomethylase [EC:4.4.1.3]		
K16954	mtsA	methylthiol:coenzyme M methyltransferase [EC:2.1.1.251]		
K16956	tcyJ	L-cystine transport system substrate-binding protein	ko02000:ABC transporters, prokaryotic type > Phosphate and amino acid transporters > L-Cystine transporter	
K16957	tcyK	L-cystine transport system substrate-binding protein	ko02000:ABC transporters, prokaryotic type > Phosphate and amino acid transporters > L-Cystine transporter	
K16958	tcyL	L-cystine transport system permease protein	ko02000:ABC transporters, prokaryotic type > Phosphate and amino acid transporters > L-Cystine transporter	
K16959	tcyM	L-cystine transport system permease protein	ko02000:ABC transporters, prokaryotic type > Phosphate and amino acid transporters > L-Cystine transporter	
K16960	tcyN	L-cystine transport system ATP-binding protein [EC:7.4.2.1]	ko02000:ABC transporters, prokaryotic type > Phosphate and amino acid transporters > L-Cystine transporter	
K16961	yxeM	putative S-methylcysteine transport system substrate-binding protein	ko02000:ABC transporters, prokaryotic type > Phosphate and amino acid transporters > Putative S-methylcysteine transporter	
K16962	yxeN	putative S-methylcysteine transport system permease protein	ko02000:ABC transporters, prokaryotic type > Phosphate and amino acid transporters > Putative S-methylcysteine transporter	
K16963	yxeO	putative S-methylcysteine transport system ATP-binding protein	ko02000:ABC transporters, prokaryotic type > Phosphate and amino acid transporters > Putative S-methylcysteine transporter	
K16964	ddhA	dimethylsulfide dehydrogenase subunit alpha [EC:1.8.2.4]		
K16965	ddhB	dimethylsulfide dehydrogenase subunit beta		
K16966	ddhC	dimethylsulfide dehydrogenase subunit gamma		
K16967	dmoA	dimethyl-sulfide monooxygenase [EC:1.14.13.131]		
K16968	msmA	methanesulfonate monooxygenase subunit alpha [EC:1.14.13.111]		
K16969	msmB	methanesulfonate monooxygenase subunit beta [EC:1.14.13.111]		
K17043	DDX43	ATP-dependent RNA helicase DDX43 [EC:5.6.2.7]		
K17044	RNF166	E3 ubiquitin-protein ligase RNF166 [EC:2.3.2.27]		
K17047	RAB19	Ras-related protein Rab-19		
K17048	ebdB	ethylbenzene hydroxylase subunit beta	ko02000:Other transporters > Transmembrane electron carriers [TC:5]	
K17050	serA, clrA	selenate/chlorate reductase subunit alpha [EC:1.97.1.9 1.97.1.1]	ko02000:Other transporters > Transmembrane electron carriers [TC:5]	
K17051	serB, clrB	selenate/chlorate reductase subunit beta [EC:1.97.1.9 1.97.1.1]	ko02000:Other transporters > Transmembrane electron carriers [TC:5]	
K17052	serC, clrC	selenate/chlorate reductase subunit gamma [EC:1.97.1.9 1.97.1.1]	ko02000:Other transporters > Transmembrane electron carriers [TC:5]	
K17053	ABP140	tRNAThr (cytosine32-N3)-methyltransferase [EC:2.1.1.268]	ko03016:Eukaryotic type > tRNA modification factors > Methyltransferases	
K17054	CFAT	coniferyl alcohol acyltransferase [EC:2.3.1.-]		
K17055	EGS1	eugenol synthase [EC:1.1.1.318]		
K17056	IGS1	isoeugenol synthase [EC:1.1.1.319]		
K17057	IEMT1	(iso)eugenol O-methyltransferase [EC:2.1.1.146]		
K17058	EOMT1, CVOMT1	eugenol/chavicol O-methyltransferase [EC:2.1.1.146]		
K17059	AIMT1	trans-anol O-methyltransferase [EC:2.1.1.279]		
K17060	aauS	two-component system, sensor histidine kinase AauS [EC:2.7.13.3]	ko02022:Other families > AauS-AauR (acidic amino acids utilization)	
K17061	aauR	two-component system, response regulator AauR	ko02022:Other families > AauS-AauR (acidic amino acids utilization)	
K17062	bgtB	arginine/lysine/histidine/glutamine transport system substrate-binding and permease protein	ko02000:ABC transporters, prokaryotic type > Phosphate and amino acid transporters > Arginine/lysine/histidine/glutamine transporter	
K17063	bgtA	arginine/lysine/histidine/glutamine transport system ATP-binding protein [EC:7.4.2.1]	ko02000:ABC transporters, prokaryotic type > Phosphate and amino acid transporters > Arginine/lysine/histidine/glutamine transporter	
K17064	ddh	D-2-hydroxyacid dehydrogenase (NADP+) [EC:1.1.1.272]		
K17065	DNM1L, DNM1	dynamin 1-like protein [EC:3.6.5.5]		
K17066	MOX	alcohol oxidase [EC:1.1.3.13]		
K17067	mdo	formaldehyde dismutase / methanol dehydrogenase [EC:1.2.98.1 1.1.99.37]		
K17068	fdm	formaldehyde dismutase [EC:1.2.98.1]		
K17069	MET17	O-acetylhomoserine/O-acetylserine sulfhydrylase [EC:2.5.1.49 2.5.1.47]		M00021
K17070	dcmA	dichloromethane dehalogenase [EC:4.5.1.3]		
K17071	dcmR	transcriptional repressor of dcmA and dcmR	ko03000:Prokaryotic type > Helix-turn-helix > Other families	
K17073	lysX1	putative lysine transport system substrate-binding protein	ko02000:ABC transporters, prokaryotic type > Phosphate and amino acid transporters > Putative lysine transporter	
K17074	lysX2	putative lysine transport system permease protein	ko02000:ABC transporters, prokaryotic type > Phosphate and amino acid transporters > Putative lysine transporter	
K17076	lysY	putative lysine transport system ATP-binding protein	ko02000:ABC transporters, prokaryotic type > Phosphate and amino acid transporters > Putative lysine transporter	
K17077	artQ	arginine/lysine/histidine transport system permease protein	ko02000:ABC transporters, prokaryotic type > Phosphate and amino acid transporters > Arginine/lysine/histidine transporter	
K17078	neoL	2'-N-acetylparomamine deacetylase / 2'''-acetyl-6'''-hydroxyneomycin deacetylase [EC:3.5.1.112 3.5.1.113]		
K17079	OPA1	optic atrophy protein 1 [EC:3.6.5.5]		
K17095	ANXA7_11	annexin A7/11	ko02044:Sec (secretion) system > Eukaryotic Sec-SRP protein	
K17098	ANNAT	annexin D		
K17100	DAS	dihydroxyacetone synthase [EC:2.2.1.3]		M00344
K17101	ELF5	E74-like factor 5	ko03000:Eukaryotic type > Helix-turn-helix > Tryptophan clusters Ets-type	
K17102	EHF	ETS homologous factor	ko03000:Eukaryotic type > Helix-turn-helix > Tryptophan clusters Ets-type	
K17103	CHO1, pssA	CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]		M00093
