# Generated by scripts/build_kegg_predicate_map.py; edit the proposals or rules, not this file.
# KEGG: KEGG REST retrieved 2026-09-24; ko_list.tsv sha256 bf37ae22839f8805 (28564 KOs); modules.txt sha256 b9b2b815ef61c8eb (574 modules); ko_list sha256 05f9267a37f1cec8 (75 KOfam KOs absent from KEGG REST)
# Swiss-Prot: uniprot_sprot.dat.gz 2026_03 sha256 c87208822a56e8ae (428,778 reviewed proteins linked to KOs); KEGG gene links swissprot_kegg_ko.tsv sha256 20ab0dd3b910cb82; go-basic.obo sha256 b08d45b268b8c24c
# ko	predicates	evidence
K11420	chromatin,enzyme,methyltransferase,transferase	chromatin=swissprot:8/9;enzyme=swissprot:8/9;methyltransferase=ec:2.1.1.355;transferase=ec:2.1.1.355
K11421	methyltransferase,transferase	methyltransferase=ec:2.1.1.366;transferase=ec:2.1.1.366
K11422	methyltransferase,transferase	methyltransferase=ec:2.1.1.354;transferase=ec:2.1.1.354
K11423	methyltransferase,transferase	methyltransferase=ec:2.1.1.359;transferase=ec:2.1.1.359
K11424	methyltransferase,transferase	methyltransferase=ec:2.1.1.357;transferase=ec:2.1.1.357
K11425	methyltransferase,transferase	methyltransferase=ec:2.1.1.370;transferase=ec:2.1.1.370
K11426	methyltransferase,transferase	methyltransferase=ec:2.1.1.354;transferase=ec:2.1.1.354
K11427	methyltransferase,transferase	methyltransferase=ec:2.1.1.360;transferase=ec:2.1.1.360
K11428	methyltransferase,transferase	methyltransferase=ec:2.1.1.361;transferase=ec:2.1.1.361
K11429	methyltransferase,transferase	methyltransferase=ec:2.1.1.362;transferase=ec:2.1.1.362
K11430	methyltransferase,transferase	methyltransferase=ec:2.1.1.356;transferase=ec:2.1.1.356
K11431	methyltransferase,transferase	methyltransferase=ec:2.1.1.364;transferase=ec:2.1.1.364
K11432	methyltransferase,transcription_factor,transferase,zinc_finger	methyltransferase=ec:2.1.1.355;transcription_factor=brite:ko03000 Eukaryotic type > Zinc finger > Cys2His2 PRDM;transferase=ec:2.1.1.355;zinc_finger=brite:ko03000 Eukaryotic type > Zinc finger > Cys2His2 PRDM
K11433	methyltransferase,transferase	methyltransferase=ec:2.1.1.357;transferase=ec:2.1.1.357
K11434	methyltransferase,transferase	methyltransferase=ec:2.1.1.319;transferase=ec:2.1.1.319
K11435	methyltransferase,transferase	methyltransferase=ec:2.1.1.319;transferase=ec:2.1.1.319
K11436	methyltransferase,transferase	methyltransferase=ec:2.1.1.319;transferase=ec:2.1.1.319
K11437	methyltransferase,transferase	methyltransferase=ec:2.1.1.319;transferase=ec:2.1.1.319
K11438	methyltransferase,transferase	methyltransferase=ec:2.1.1.321;transferase=ec:2.1.1.321
K11439	methyltransferase,transferase	methyltransferase=ec:2.1.1.319;transferase=ec:2.1.1.319
K11440	dehydrogenase,nad_binding,oxidoreductase	dehydrogenase=ec:1.1.1.1;nad_binding=ec:1.1.1.1;oxidoreductase=ec:1.1.1.1
K11441	atp_binding,kinase,transferase	atp_binding=ec:2.7.1.13;kinase=ec:2.7.1.13;transferase=ec:2.7.1.13
K11442	nucleotidyltransferase,transferase	nucleotidyltransferase=ec:2.7.7.-;transferase=ec:2.7.7.-
K11443	response_regulator,two_component	response_regulator=brite:ko02022 Cell cycle family > PleC-PleD (cell fate control);two_component=brite:ko02022 Cell cycle family > PleC-PleD (cell fate control)
K11444	nucleotidyltransferase,response_regulator,transferase,two_component	nucleotidyltransferase=ec:2.7.7.65;response_regulator=brite:ko02022 CheA family > WspE-WspRF (chemosensory);transferase=ec:2.7.7.65;two_component=brite:ko02022 CheA family > WspE-WspRF (chemosensory)
K11445	dioxygenase,oxidoreductase,oxygenase	dioxygenase=ec:1.14.11.65;oxidoreductase=ec:1.14.11.65;oxygenase=ec:1.14.11.65
K11446	dioxygenase,oxidoreductase,oxygenase	dioxygenase=ec:1.14.11.67;oxidoreductase=ec:1.14.11.67;oxygenase=ec:1.14.11.67
K11447	dioxygenase,oxidoreductase,oxygenase	dioxygenase=ec:1.14.11.68;oxidoreductase=ec:1.14.11.68;oxygenase=ec:1.14.11.68
K11448	dioxygenase,oxidoreductase,oxygenase	dioxygenase=ec:1.14.11.68;oxidoreductase=ec:1.14.11.68;oxygenase=ec:1.14.11.68
K11449	dioxygenase,oxidoreductase,oxygenase	dioxygenase=ec:1.14.11.-;oxidoreductase=ec:1.14.11.-;oxygenase=ec:1.14.11.-
K11450	chromatin,fad_binding,oxidoreductase,oxygenase,regulator,regulatory	chromatin=swissprot:5/5;fad_binding=text:FAD;oxidoreductase=ec:1.14.99.66;oxygenase=ec:1.14.99.66;regulator=swissprot:5/5;regulatory=swissprot:5/5
K11452	ligase,transferase	ligase=text:ligase;transferase=ec:2.3.2.-
K11472	dehydrogenase,fad_binding,oxidoreductase	dehydrogenase=text:dehydrogenase;fad_binding=text:FAD;oxidoreductase=ec:1.1.99.14
K11473	dehydrogenase,oxidoreductase	dehydrogenase=text:dehydrogenase;oxidoreductase=ec:1.1.99.14
K11474	dna_binding,gntr_family,helix_turn_helix,regulator,transcription_factor	dna_binding=brite:ko03000 Prokaryotic type > Helix-turn-helix > GntR family;gntr_family=brite:ko03000 Prokaryotic type > Helix-turn-helix > GntR family;helix_turn_helix=brite:ko03000 Prokaryotic type > Helix-turn-helix > GntR family;regulator=text:GntR;transcription_factor=brite:ko03000 Prokaryotic type > Helix-turn-helix > GntR family
K11475	dna_binding,gntr_family,helix_turn_helix,regulator,transcription_factor	dna_binding=brite:ko03000 Prokaryotic type > Helix-turn-helix > GntR family;gntr_family=brite:ko03000 Prokaryotic type > Helix-turn-helix > GntR family;helix_turn_helix=brite:ko03000 Prokaryotic type > Helix-turn-helix > GntR family;regulator=text:GntR;transcription_factor=brite:ko03000 Prokaryotic type > Helix-turn-helix > GntR family
K11476	dna_binding,gntr_family,helix_turn_helix,regulator,transcription_factor	dna_binding=brite:ko03000 Prokaryotic type > Helix-turn-helix > GntR family;gntr_family=brite:ko03000 Prokaryotic type > Helix-turn-helix > GntR family;helix_turn_helix=brite:ko03000 Prokaryotic type > Helix-turn-helix > GntR family;regulator=text:GntR;transcription_factor=brite:ko03000 Prokaryotic type > Helix-turn-helix > GntR family
K11479	kinase,serine_threonine_kinase,transferase	kinase=ec:2.7.11.1;serine_threonine_kinase=ec:2.7.11.1;transferase=ec:2.7.11.1
K11480	kinase,serine_threonine_kinase,transferase	kinase=ec:2.7.11.1;serine_threonine_kinase=ec:2.7.11.1;transferase=ec:2.7.11.1
K11481	kinase,serine_threonine_kinase,transferase	kinase=ec:2.7.11.1;serine_threonine_kinase=ec:2.7.11.1;transferase=ec:2.7.11.1
K11482	amidase,hydrolase	amidase=ec:3.5.1.98;hydrolase=ec:3.5.1.98
K11483	amidase,hydrolase	amidase=ec:3.5.1.98;hydrolase=ec:3.5.1.98
K11484	amidase,hydrolase	amidase=ec:3.5.1.98;hydrolase=ec:3.5.1.98
K11485	dna_binding,regulator,transcription,transcription_factor,zinc_finger	dna_binding=text:transcription factor;regulator=text:regulat;transcription=text:transcription;transcription_factor=brite:ko03000 Eukaryotic type > Zinc finger > Other zinc fingers;zinc_finger=brite:ko03000 Eukaryotic type > Zinc finger > Other zinc fingers
K11511	dna_repair	dna_repair=brite:ko03400 Eukaryotic type > DSBR (double strand breaks repair) > FA (Fanconi anemia) pathway > FA core complex binding factors
K11516	zinc_binding,zinc_finger	zinc_binding=text:zinc;zinc_finger=text:zinc finger
K11517	oxidase,oxidoreductase	oxidase=text:oxidase;oxidoreductase=ec:1.1.3.15
K11518	transporter	transporter=brite:ko02000 Other transporters > Primary active transporters [TC:3]
K11520	kinase,sensor_kinase,transferase,two_component	kinase=text:kinase;sensor_kinase=ec:2.7.13.3;transferase=ec:2.7.13.3;two_component=ec:2.7.13.3
K11521	ompr_family,response_regulator,two_component	ompr_family=brite:ko02022 OmpR family > ManS-ManR (manganese homeostasis);response_regulator=brite:ko02022 OmpR family > ManS-ManR (manganese homeostasis);two_component=brite:ko02022 OmpR family > ManS-ManR (manganese homeostasis)
K11522	pilus,response_regulator,two_component	pilus=brite:ko02035 Pilus system > Positive phototactic motility proteins;response_regulator=brite:ko02022 CheA family > PixL-PixGH (positive phototaxis);two_component=brite:ko02022 CheA family > PixL-PixGH (positive phototaxis)
K11523	pilus,response_regulator,two_component	pilus=brite:ko02035 Pilus system > Positive phototactic motility proteins;response_regulator=brite:ko02022 CheA family > PixL-PixGH (positive phototaxis);two_component=brite:ko02022 CheA family > PixL-PixGH (positive phototaxis)
K11524	pilus	pilus=brite:ko02035 Pilus system > Positive phototactic motility proteins
K11525	pilus	pilus=brite:ko02035 Pilus system > Positive phototactic motility proteins
K11526	kinase,pilus,response_regulator,sensor_kinase,transferase,two_component	kinase=text:kinase;pilus=brite:ko02035 Pilus system > Positive phototactic motility proteins;response_regulator=brite:ko02022 CheA family > PixL-PixGH (positive phototaxis);sensor_kinase=brite:ko02022 CheA family > PixL-PixGH (positive phototaxis);transferase=text:kinase;two_component=brite:ko02022 CheA family > PixL-PixGH (positive phototaxis)
K11527	kinase,response_regulator,sensor_kinase,transferase,two_component	kinase=text:kinase;response_regulator=brite:ko02022 Other families > Unclassified;sensor_kinase=ec:2.7.13.3;transferase=ec:2.7.13.3;two_component=ec:2.7.13.3
K11528	nucleotidyltransferase,transferase	nucleotidyltransferase=ec:2.7.7.23;transferase=ec:2.7.7.23
K11529	atp_binding,kinase,transferase	atp_binding=ec:2.7.1.165;kinase=ec:2.7.1.165;transferase=ec:2.7.1.165
K11530	isomerase	isomerase=ec:5.3.1.32
K11531	regulator,transcription_factor	regulator=text:repressor;transcription_factor=brite:ko03000 Prokaryotic type > Other transcription factors > Others
K11532	gluconeogenesis,hydrolase,phosphatase	gluconeogenesis=module:M00003;hydrolase=ec:3.1.3.11;phosphatase=ec:3.1.3.11
K11533	fatty_acid_synthesis,synthase,transferase	fatty_acid_synthesis=module:M00082;synthase=text:synthase;transferase=ec:2.3.1.-
K11534	dna_binding,helix_turn_helix,regulator,transcription_factor	dna_binding=brite:ko03000 Prokaryotic type > Helix-turn-helix > DeoR family;helix_turn_helix=brite:ko03000 Prokaryotic type > Helix-turn-helix > DeoR family;regulator=text:DeoR;transcription_factor=brite:ko03000 Prokaryotic type > Helix-turn-helix > DeoR family
K11535	transporter	transporter=brite:ko02000 Other transporters > Electrochemical potential-driven transporters [TC:2]
K11536	inner_membrane,membrane,transporter	inner_membrane=swissprot:10/11;membrane=swissprot:10/11;transporter=brite:ko02000 Solute carrier family (SLC) > SLC28: Na+-coupled nucleoside transporter
K11537	mfs_transporter,sugar_transporter,transporter	mfs_transporter=brite:ko02000 Major facilitator superfamily (MFS) > Sugar transporters > Nucleoside:H+ symporter (NHS) family [TC:2.A.1.10];sugar_transporter=brite:ko02000 Major facilitator superfamily (MFS) > Sugar transporters > Nucleoside:H+ symporter (NHS) family [TC:2.A.1.10];transporter=brite:ko02000 Major facilitator superfamily (MFS) > Sugar transporters > Nucleoside:H+ symporter (NHS) family [TC:2.A.1.10]
K11538	dehydrogenase,oxidoreductase	dehydrogenase=text:dehydrogenase;oxidoreductase=ec:1.3.99.-
K11539	complex_subunit,dehydrogenase,nad_binding,oxidoreductase,reductase	complex_subunit=module:M00873;dehydrogenase=ec:1.1.1.-;nad_binding=ec:1.1.1.-;oxidoreductase=ec:1.1.1.-;reductase=text:reductase
K11540	amidase,cysteine_protease,hydrolase,ligase,peptidase,synthase,synthetase,transferase	amidase=swissprot:5/5;cysteine_protease=brite:ko01002 Cysteine peptidases > Family C26: gamma-glutamyl hydrolase family;hydrolase=ec:3.5.2.3;ligase=ec:6.3.5.5;peptidase=brite:ko01002 Cysteine peptidases > Family C26: gamma-glutamyl hydrolase family;synthase=text:synthase;synthetase=ec:6.3.5.5;transferase=ec:2.1.3.2
K11541	ligase,synthase,synthetase,transferase	ligase=ec:6.3.5.5;synthase=text:synthase;synthetase=ec:6.3.5.5;transferase=ec:2.1.3.2
K11574	dna_binding	dna_binding=text:DNA-binding
K11575	dna_binding	dna_binding=text:DNA-binding
K11576	dna_binding	dna_binding=text:DNA-binding
K11578	transporter	transporter=text:transport
K11583	hydrolase,phosphatase	hydrolase=text:phosphatase;phosphatase=text:phosphatase
K11584	hydrolase,phosphatase	hydrolase=text:phosphatase;phosphatase=text:phosphatase
K11589	transcription_factor,zinc_finger	transcription_factor=brite:ko03000 Eukaryotic type > Zinc finger > CXXC CpG-binding proteins;zinc_finger=brite:ko03000 Eukaryotic type > Zinc finger > CXXC CpG-binding proteins
K11592	endonuclease,hydrolase,nuclease,rna_binding,rnase	endonuclease=ec:3.1.26.-;hydrolase=ec:3.1.26.-;nuclease=ec:3.1.26.-;rna_binding=text:ribonuclease;rnase=ec:3.1.26.-
K11593	translation	translation=text:translation
K11594	atp_binding,atpase,hydrolase,isomerase	atp_binding=swissprot:44/45;atpase=swissprot:44/45;hydrolase=swissprot:44/45;isomerase=ec:5.6.2.7
K11598	hydrolase,peptidase,protease	hydrolase=ec:3.4.25.1;peptidase=ec:3.4.25.1;protease=ec:3.4.25.1
K11601	abc_transporter,transporter	abc_transporter=brite:ko02000 ABC transporters, prokaryotic type > Metallic cation, iron-siderophore and vitamin B12 transporters > Manganese transporter;transporter=brite:ko02000 ABC transporters, prokaryotic type > Metallic cation, iron-siderophore and vitamin B12 transporters > Manganese transporter
K11602	abc_transporter,transporter	abc_transporter=brite:ko02000 ABC transporters, prokaryotic type > Metallic cation, iron-siderophore and vitamin B12 transporters > Manganese transporter;transporter=brite:ko02000 ABC transporters, prokaryotic type > Metallic cation, iron-siderophore and vitamin B12 transporters > Manganese transporter
K11603	abc_transporter,ion_transporter,translocase,transporter	abc_transporter=brite:ko02000 ABC transporters, prokaryotic type > Metallic cation, iron-siderophore and vitamin B12 transporters > Manganese transporter;ion_transporter=ec:7.2.2.5;translocase=ec:7.2.2.5;transporter=ec:7.2.2.5
K11604	abc_transporter,transporter	abc_transporter=brite:ko02000 ABC transporters, prokaryotic type > Metallic cation, iron-siderophore and vitamin B12 transporters > Manganese/iron transporter;transporter=brite:ko02000 ABC transporters, prokaryotic type > Metallic cation, iron-siderophore and vitamin B12 transporters > Manganese/iron transporter
K11605	abc_transporter,transporter	abc_transporter=brite:ko02000 ABC transporters, prokaryotic type > Metallic cation, iron-siderophore and vitamin B12 transporters > Manganese/iron transporter;transporter=brite:ko02000 ABC transporters, prokaryotic type > Metallic cation, iron-siderophore and vitamin B12 transporters > Manganese/iron transporter
K11606	abc_transporter,transporter	abc_transporter=brite:ko02000 ABC transporters, prokaryotic type > Metallic cation, iron-siderophore and vitamin B12 transporters > Manganese/iron transporter;transporter=brite:ko02000 ABC transporters, prokaryotic type > Metallic cation, iron-siderophore and vitamin B12 transporters > Manganese/iron transporter
K11607	abc_transporter,transporter	abc_transporter=brite:ko02000 ABC transporters, prokaryotic type > Metallic cation, iron-siderophore and vitamin B12 transporters > Manganese/iron transporter;transporter=brite:ko02000 ABC transporters, prokaryotic type > Metallic cation, iron-siderophore and vitamin B12 transporters > Manganese/iron transporter
K11608	synthase,transferase	synthase=text:synthase;transferase=ec:2.3.1.301
K11609	complex_subunit,synthase,transferase	complex_subunit=module:M00885;synthase=text:synthase;transferase=ec:2.3.1.293
K11610	complex_subunit,dehydrogenase,nad_binding,oxidoreductase,reductase	complex_subunit=module:M00885;dehydrogenase=ec:1.1.1.-;nad_binding=ec:1.1.1.-;oxidoreductase=ec:1.1.1.-;reductase=text:reductase
K11611	complex_subunit,nad_binding,oxidoreductase,reductase	complex_subunit=module:M00885;nad_binding=ec:1.3.1.118;oxidoreductase=ec:1.3.1.118;reductase=text:reductase
K11614	kinase,sensor_kinase,transferase,two_component	kinase=text:kinase;sensor_kinase=ec:2.7.13.3;transferase=ec:2.7.13.3;two_component=ec:2.7.13.3
K11615	response_regulator,two_component	response_regulator=brite:ko02022 CitB family > MalK-MalR (malate transport);two_component=brite:ko02022 CitB family > MalK-MalR (malate transport)
K11616	symporter,transporter	symporter=text:symporter;transporter=text:symporter
K11617	kinase,sensor_kinase,transferase,two_component	kinase=text:kinase;sensor_kinase=ec:2.7.13.3;transferase=ec:2.7.13.3;two_component=ec:2.7.13.3
K11618	narl_family,response_regulator,two_component	narl_family=brite:ko02022 NarL family > LiaS-LiaR (cell wall stress response);response_regulator=brite:ko02022 NarL family > LiaS-LiaR (cell wall stress response);two_component=brite:ko02022 NarL family > LiaS-LiaR (cell wall stress response)
K11623	kinase,sensor_kinase,transferase,two_component	kinase=text:kinase;sensor_kinase=ec:2.7.13.3;transferase=ec:2.7.13.3;two_component=ec:2.7.13.3
K11624	narl_family,response_regulator,two_component	narl_family=brite:ko02022 NarL family > YdfH-YdfI;response_regulator=brite:ko02022 NarL family > YdfH-YdfI;two_component=brite:ko02022 NarL family > YdfH-YdfI
K11625	membrane	membrane=text:membrane
K11626	symporter,transporter	symporter=text:symporter;transporter=text:symporter
K11627	ligase,synthetase,translation,trna_synthetase	ligase=ec:6.1.1.26;synthetase=text:synthetase;translation=ec:6.1.1.26;trna_synthetase=ec:6.1.1.26
K11628	synthase,transferase	synthase=text:synthase;transferase=ec:2.3.1.111
K11629	kinase,sensor_kinase,transferase,two_component	kinase=text:kinase;sensor_kinase=ec:2.7.13.3;transferase=ec:2.7.13.3;two_component=ec:2.7.13.3
K11630	ompr_family,response_regulator,two_component	ompr_family=brite:ko02022 OmpR family > BceS-BceR (bacitracin transport);response_regulator=brite:ko02022 OmpR family > BceS-BceR (bacitracin transport);two_component=brite:ko02022 OmpR family > BceS-BceR (bacitracin transport)
K11631	abc_transporter,transporter	abc_transporter=brite:ko02000 ABC transporters, prokaryotic type > ABC-2 type and other transporters > Bacitracin transporter;transporter=brite:ko02000 ABC transporters, prokaryotic type > ABC-2 type and other transporters > Bacitracin transporter
K11632	abc_transporter,transporter	abc_transporter=brite:ko02000 ABC transporters, prokaryotic type > ABC-2 type and other transporters > Bacitracin transporter;transporter=brite:ko02000 ABC transporters, prokaryotic type > ABC-2 type and other transporters > Bacitracin transporter
K11633	kinase,sensor_kinase,transferase,two_component	kinase=text:kinase;sensor_kinase=ec:2.7.13.3;transferase=ec:2.7.13.3;two_component=ec:2.7.13.3
K11634	ompr_family,response_regulator,two_component	ompr_family=brite:ko02022 OmpR family > YxdK-YxdJ (antimicrobial peptide response);response_regulator=brite:ko02022 OmpR family > YxdK-YxdJ (antimicrobial peptide response);two_component=brite:ko02022 OmpR family > YxdK-YxdJ (antimicrobial peptide response)
K11635	abc_transporter,atp_binding,transporter	abc_transporter=brite:ko02000 ABC transporters, prokaryotic type > ABC-2 type and other transporters > Uncharacterized ABC transporter;atp_binding=text:ATP;transporter=brite:ko02000 ABC transporters, prokaryotic type > ABC-2 type and other transporters > Uncharacterized ABC transporter
K11636	abc_transporter,transporter	abc_transporter=brite:ko02000 ABC transporters, prokaryotic type > ABC-2 type and other transporters > Uncharacterized ABC transporter;transporter=brite:ko02000 ABC transporters, prokaryotic type > ABC-2 type and other transporters > Uncharacterized ABC transporter
K11637	kinase,sensor_kinase,transferase,two_component	kinase=text:kinase;sensor_kinase=ec:2.7.13.3;transferase=ec:2.7.13.3;two_component=ec:2.7.13.3
K11638	response_regulator,two_component	response_regulator=brite:ko02022 CitB family > CitS-CitT (magnesium-citrate transport);two_component=brite:ko02022 CitB family > CitS-CitT (magnesium-citrate transport)
